frame_num,obj_id,camera,x1,y1,x2,y2
67,13_2_5,7,2,270,37,455
68,13_2_5,7,3,259,41,456
69,13_2_5,7,4,257,43,463
70,13_2_5,7,7,260,46,464
71,13_2_5,7,11,259,52,464
72,13_2_5,7,17,260,60,469
73,13_2_5,7,19,261,65,474
74,13_2_5,7,23,260,71,472
75,13_2_5,7,21,262,74,482
76,13_2_5,7,22,264,78,491
77,13_2_5,7,29,266,88,494
78,13_2_5,7,38,271,100,500
79,13_2_5,7,46,274,109,502
80,13_2_5,7,50,271,118,514
81,13_2_5,7,57,276,127,517
82,13_2_5,7,64,277,135,520
83,13_2_5,7,76,280,151,526
84,13_2_5,7,84,279,164,534
85,13_2_5,7,91,273,175,539
86,13_2_5,7,93,275,183,556
87,13_2_5,7,96,279,188,564
88,13_2_5,7,102,282,195,568
89,13_2_5,7,113,286,212,578
90,13_2_5,7,121,289,222,582
91,13_2_5,7,127,286,233,590
92,13_2_5,7,136,289,244,597
93,13_2_5,7,145,292,256,609
94,13_2_5,7,160,292,275,616
95,13_2_5,7,183,296,303,623
96,13_2_5,7,201,295,326,628
97,13_2_5,7,214,295,344,640
98,13_2_5,7,227,294,364,656
99,13_2_5,7,242,296,380,664
100,13_2_5,7,259,292,402,669
101,13_2_5,7,294,296,440,669
102,13_2_5,7,323,297,470,665
103,13_2_5,7,342,293,490,667
104,13_2_5,7,367,288,521,675
105,13_2_5,7,388,286,541,668
106,13_2_5,7,403,287,554,663
107,13_2_5,7,413,285,563,661
108,13_2_5,7,417,282,567,660
109,13_2_5,7,418,284,566,661
110,13_2_5,7,418,287,564,660
111,13_2_5,7,419,281,567,662
112,13_2_5,7,420,279,567,662
112,13_2_1,13,289,315,422,715
113,13_2_5,7,420,278,566,663
113,13_2_1,13,307,318,444,729
114,13_2_5,7,420,279,565,663
114,13_2_1,13,327,316,463,725
115,13_2_5,7,420,284,562,661
115,13_2_1,13,362,320,500,732
116,13_2_5,7,421,279,563,660
116,13_2_1,13,406,331,557,775
117,13_2_5,7,420,279,560,659
117,13_2_1,13,445,336,599,784
118,13_2_5,7,421,279,560,659
118,13_2_1,13,489,349,649,803
119,13_2_5,7,422,278,560,659
119,13_2_1,13,521,356,688,829
120,13_2_5,7,422,276,560,659
120,13_2_1,13,567,366,742,852
121,13_2_5,7,423,276,561,661
121,13_2_1,13,608,388,802,914
122,13_2_5,7,424,276,561,662
122,13_2_1,13,645,406,847,944
123,13_2_5,7,424,276,560,663
123,13_2_1,13,671,425,876,958
124,13_2_5,7,424,276,560,663
124,13_2_1,13,692,452,908,1015
