frame_num,obj_id,camera,x1,y1,x2,y2
45,13_3_1,3,850,385,1049,945
46,13_3_1,3,828,370,1015,897
47,13_3_1,3,801,357,984,871
48,13_3_1,3,775,337,945,816
49,13_3_1,3,749,328,916,795
50,13_3_1,3,716,314,881,775
51,13_3_1,3,688,298,842,729
51,13_3_4,3,935,643,1219,1071
52,13_3_1,3,651,293,799,706
52,13_3_4,3,832,602,1142,1071
53,13_3_1,3,630,281,772,679
53,13_3_4,3,726,545,1073,1073
54,13_3_1,3,599,267,737,656
54,13_3_4,3,642,508,1008,1071
55,13_3_1,3,574,259,707,633
55,13_3_4,3,559,468,943,1066
56,13_3_1,3,555,249,682,602
56,13_3_4,3,507,428,909,1064
57,13_3_1,3,539,241,660,574
57,13_3_4,3,476,402,878,1057
58,13_3_1,3,519,239,634,553
58,13_3_4,3,461,379,831,1001
59,13_3_1,3,489,218,610,548
59,13_3_4,3,448,370,796,970
60,13_3_1,3,463,213,583,538
60,13_3_4,3,445,355,756,907
61,13_3_1,3,447,220,561,526
61,13_3_4,3,445,333,738,872
62,13_3_1,3,434,215,545,512
62,13_3_4,3,439,317,719,851
63,13_3_1,3,423,214,528,497
63,13_3_4,3,430,293,692,807
64,13_3_1,3,413,215,513,488
64,13_3_4,3,433,282,684,789
65,13_3_1,3,399,208,497,478
65,13_3_4,3,440,280,664,747
66,13_3_1,3,384,211,478,477
66,13_3_4,3,444,265,658,722
67,13_3_1,3,376,213,485,528
67,13_3_4,3,446,252,648,694
68,13_3_1,3,347,237,457,550
68,13_3_4,3,445,255,638,682
68,13_3_2,3,391,204,469,348
69,13_3_1,3,310,253,414,542
69,13_3_4,3,468,253,643,651
69,13_3_2,3,356,197,492,450
70,13_3_1,3,272,245,378,535
70,13_3_4,3,488,249,648,626
70,13_3_2,3,346,195,481,451
71,13_3_1,3,254,264,354,531
71,13_3_4,3,493,240,644,604
71,13_3_2,3,339,193,462,430
72,13_3_1,3,232,266,331,528
72,13_3_4,3,501,232,641,576
72,13_3_2,3,330,191,460,439
73,13_3_4,3,504,228,638,557
73,13_3_3,7,1,352,60,632
74,13_3_4,3,493,221,616,531
74,13_3_3,7,2,343,64,644
75,13_3_4,3,481,213,600,521
75,13_3_2,3,328,186,442,409
75,13_3_3,7,-1,328,68,663
76,13_3_4,3,474,203,584,497
76,13_3_2,3,324,181,431,397
76,13_3_3,7,4,308,82,684
77,13_3_4,3,466,203,569,482
